[train]
7JYX_3 1O65_1 6KYF_1 5HKO_1 5L8V_1 3TZT_1 4OZ7_1 5YIP_2 4ES7_1 1TA9_1 
5GLJ_1 1P3E_1 2CT2_1 1YWQ_1 3PE9_1 4NEX_1 3TR2_1 1YD6_1 3NFD_1 7MS0_1 
2YV3_1 4X2B_1 6WH0_2 1G32_3 7CT1_1 3PB4_1 4FBR_1 3N9D_1 1BDY_1 6YMV_1 
3I0Y_1 7A0Y_1 3BJR_1 2B5U_1 2HX5_1 2CX8_1 2PG0_1 7O5S_2 1CWX_1 6SBB_1 
1SQ4_1 2VQG_1 4QIB_1 4U13_1 7LHY_2 4WJ5_3 5YVH_2 3QU2_1 3R45_3 3IGN_1 
3ZNJ_1 4RO3_1 5CHE_2 1RKS_1 2H1I_1 1PU3_1 1T82_1 4BND_2 6LKZ_1 2VG0_1 
4XGV_1 3NIO_1 4NN0_1 7O9K_13 6ADT_4 2NRH_1 7LD9_1 7A1I_1 5B2E_1 2Z0F_1 
3L0A_1 4RH0_1 6DK8_1 1VD5_1 2GM8_1 7DBE_1 3QSP_1 4X1S_1 6Q0R_3 4BF3_1 
6F8H_1 7DJS_1 6WY9_1 1OF4_1 4AKV_1 4J7U_1 7MKU_1 4IFD_9 1PGR_2 7ANY_1 
7CO7_1 3IDB_2 5YJZ_1 2AU5_1 7VY6_5 4JGO_1 3ZVX_1 6J5Y_1 3HSV_2 3ZYJ_2 
2QYT_1 2GS4_1 3BNI_1 2FIU_1 7N88_1 4L0P_1 6PVF_1 3I6D_1 2G83_2 6JLO_10 
4NOA_1 6QIU_2 5GKV_1 3K4O_1 2Z09_1 3GPV_1 3K13_1 5IVA_2 1QUS_1 4F9U_1 
2WZ9_1 3TOX_1 4E6H_1 5A2B_1 4OUQ_1 1HJU_1 1EZV_5 2W3T_1 2Z0L_1 5AIH_1 
5NM7_1 2YNQ_1 3KEW_1 3LKX_1 7AP4_1 1XIP_1 3OIQ_2 5VZU_2 3G8L_1 3H6P_2 
3AI4_1 3FIJ_1 4PFT_1 5K9F_1 6AM0_3 5M37_2 6YJ2_1 3T0Q_1 6YHU_1 1O9R_1 
3IMF_1 6XTM_2 6JBP_1 7AHP_2 5Z3K_1 3H0U_1 4MO3_1 4DJS_2 2W01_1 3IMM_1 
5O6Y_2 5CI9_1 4LV5_2 7WLR_2 4DMG_1 1JX7_1 4WT5_1 6H86_1 4V96_3 4JZA_1 
2QPZ_1 3K4W_1 5X04_1 1NIJ_1 4IT6_1 6JPN_1 2I7F_1 4ZKF_1 2FMD_1 2OTU_3 
6AR4_1 6MEQ_1 1Y56_2 4ZSZ_1 4K0J_1 5G06_6 4A1M_1 5J9Q_5 5CX2_1 3CMQ_1 
1UKW_1 5GIE_2 1B4Q_1 6MPZ_1 3JV1_1 5ABY_2 6HUW_1 2HZG_1 2QSI_1 2P22_3 
1P4Q_2 6R9I_1 2EFS_1 4CI8_1 1KIL_5 1N5Z_2 3LTE_1 3LL8_1 2OZN_2 4FHT_1 
5HDF_1 2C40_1 5J73_1 5I47_1 2P5T_3 5HUJ_1 4GSL_2 3SWY_1 4JLR_3 6R5X_1 
1V9Y_1 4M0V_1 5NZ7_1 5CXM_1 1UFA_1 4M75_1 1O0W_1 5LFO_1 7KC8_1 7O5P_2 
6XFR_1 2CDQ_1 2IPH_1 3ZZZ_2 5DKV_1 6P8O_2 4L51_1 5IN1_1 1HI6_3 6V0T_1 
2H1T_1 3MC3_1 5TK6_1 5AEB_1 2O1E_1 5VIS_1 6PO2_2 4L1G_1 6V7M_2 4FDW_1 
3HE4_2 6KTH_1 3E0Y_1 2P90_1 6QC0_2 2UVF_1 6G8K_2 6MHL_1 5YFB_1 5T8U_1 
6K9C_1 6H3P_1 3TCM_1 4QOY_2 4GGR_1 3SDB_1 6TTB_1 2RF0_1 1Y7R_1 2PHE_1 
1VMK_1 2WVI_1 3PEI_1 6GRL_1 4WJW_3 2W86_1 4RU1_1 2QPY_2 2NLY_1 6SZG_1 
6PL6_2 3KOY_1 6A33_2 3U85_2 2O6K_1 6IIX_1 6E3L_1 6GNU_1 7T1Y_3 2BO9_2 
6X1N_1 6GVL_2 6IHG_1 6ZD2_1 3WBZ_1 4IZ7_2 4QM9_1 4RY9_1 5WJ8_1 3CQC_1 
7TE3_1 5BW4_1 6Y04_1 6QPK_1 3RAC_1 4AC1_1 3EUC_1 2YJY_1 5LSJ_4 2PAJ_1 
3Q0X_1 7BPR_1 3TDH_1 4FS7_1 3ON3_1 3B2N_1 3MVG_1 1ZDN_1 7O92_1 4OAQ_1 
5U6H_1 1XLS_3 3CL5_1 2VCG_1 6O0H_1 6ES9_1 2Q6Q_1 1K9I_1 5YP8_1 2GOO_3 
6EKJ_1 4LCB_1 6SPN_1 5CW8_1 4WK1_1 3KLY_1 3ECQ_1 5FF6_3 6WVE_1 4W5K_1 
7BOC_1 4B0F_1 7FD3_1 3PMC_1 4O51_3 2ZPY_2 3BF5_1 3MGX_1 6CZ7_2 2WVK_1 
4V6U_46 5WYD_1 3BLC_1 7F37_2 6L5T_1 2OGG_1 7TJ1_1 2FSD_1 2X5F_1 5FWH_1 
3BYW_1 2Z66_1 4NOK_1 6FEY_1 4U9P_1 5T59_3 1HDM_2 4NT5_1 4P6Z_6 6AKL_2 
1T4W_1 4I98_1 4NQJ_1 4EZH_2 2F1F_1 3WQC_1 1TZ0_1 2JL4_1 3R5X_1 7CAO_1 
3NSU_1 6GXZ_1 3Q22_1 1OI6_1 2FOM_1 7C67_1 3THF_1 4R86_1 2W7A_1 3JTQ_2 
3NQZ_1 2MU4_1 4TUM_1 5HLY_1 4NPP_1 4Q3N_1 5GMO_1 6HPH_1 3WRJ_1 6WIO_3 
4CI6_2 3OAN_1 6XMI_3 3W77_1 1AIP_2 3EBY_1 5A8C_1 1OGP_1 4A2A_2 5WEE_1 
6VVO_3 7DVX_2 2A3L_1 6PXS_1 3FM7_2 3UKY_2 2Y9Y_2 4LX8_1 1H16_1 4M6T_1 
2PW9_1 3IWP_1 6EJU_1 3FDB_1 2N1T_4 4LOS_1 3VOR_1 1Y2I_1 4BCD_1 7U1Z_1 
4O30_2 6V4F_2 3A1Q_3 5CZ3_1 4ART_1 1JO8_1 6L0P_1 5V2O_1 3PDI_2 1GAG_2 
3HE2_1 3TLP_1 2OX5_1 1ZCU_1 2QRE_1 4U49_1 2E2N_1 3IV1_1 4N5U_1 6TRS_1 
5FIQ_1 3M4C_1 5CA8_1 5WTA_1 6RK9_2 2FGC_1 3HS3_1 1LT1_1 3UVJ_1 5GGX_1 
4XT3_1 6PRE_1 5XB0_1 5YIX_2 7L5J_1 1UVX_1 1U02_1 5MVO_1 1BH1_1 5YZ2_1 
4W8C_1 3T4X_1 3T1B_1 3ZIE_1 1Y6K_2 1GCV_2 6BAK_1 7C2F_2 6XI2_5 2REL_1 
3BA1_1 7ESE_1 2GA0_1 5USA_3 6DD9_1 1FO1_1 2H0D_1 4POF_1 5DYM_1 2P8P_3 
6AEK_1 1GL9_1 5EG2_2 4OH1_1 5X5Y_2 3HR4_1 6TO3_1 1Z6N_1 3IUK_1 1P8Z_1 
5IM3_1 5EKU_1 4IW7_1 3FOJ_1 2O8V_1 4ESB_1 1U5M_1 3WFS_2 6SNK_1 5T5W_3 
3LW5_15 2V84_1 5E4R_1 7KQV_1 3HN2_1 7M5A_2 2DFK_1 2OLS_1 1UKC_1 7PON_1 
1KV9_1 3LHB_1 1IK6_1 6L6K_2 5MOB_1 4MGG_1 4WFD_3 4LUS_1 1NYT_1 7JJK_1 
3KBB_1 7E6G_1 2F20_1 7LXQ_1 4MBE_4 3II6_2 7D6C_2 5T5I_6 4G2P_1 3TY4_1 
1L5A_1 1WMJ_1 6U94_1 3MLA_1 3LX2_1 4M3L_1 6N3R_1 6OX1_1 4XCM_1 1ZVF_1 
2RAA_1 3SQD_1 7PT5_1 5AKP_1 3DDJ_1 6PNL_1 6E6O_1 6M1W_1 5HSP_1 2E4U_1 
7ANM_2 6EG1_1 3EMH_2 3GGE_1 4ECG_1 6ONP_1 6D2R_3 5C3I_4 1OC0_2 7CFI_1 
6K5H_1 1OYJ_1 1VDC_1 3EMN_1 7F77_1 3CM8_2 1Q7D_1 6IOP_1 4XS5_1 2F31_1 
4AQ1_3 6S8G_2 5T5Q_1 5Y4G_1 4A5M_1 6HYF_1 3BHW_1 4R8D_1 4PUC_1 1TUA_1 
3EAA_1 3RFY_1 2KHZ_1 2Y0O_1 7Z16_3 1C5K_1 5ILB_1 6I4Y_2 5LM1_2 5YHV_1 
2CPO_1 4S2A_1 4B2F_1 2EL9_1 6CYY_1 6QNN_2 1VRC_1 3K4U_1 4L7M_1 6Y87_1 
2PLN_1 4QQF_1 4RCK_1 4RLC_1 2X7R_2 7Q4I_1 4PIT_1 5T2Q_1 1AJJ_1 4AQG_1 
7KYD_1 4YV0_1 3N53_1 3GXE_3 4CY2_2 1NJ1_1 1LKY_1 5YGD_2 3Q6K_1 4YBL_1 
7DGQ_59 2X9X_1 6OYY_2 2O4V_1 7NE0_3 3NWI_1 5V65_1 5U22_1 4W9Z_1 6W72_1 
5F1P_1 4ZQW_2 2RHQ_2 2RIJ_1 7NHT_12 3UUG_1 3WIH_1 3FEU_1 4UI1_2 3QXE_2 
2ILM_2 2RDP_1 5X0B_1 5WXL_1 5J4G_1 1ZVU_1 2ZVF_1 5DJW_1 3N1E_1 5ABU_2 
6N7O_1 6HUY_1 5U4O_1 3IUR_2 6TO4_1 2DDE_1 2DFI_1 2IHB_2 1V2D_1 2W59_1 
6FQ0_2 4CEM_1 4Y0N_1 6DFL_1 7BXT_1 3ORF_1 4R61_1 3MLR_3 3BQX_1 7BU5_2 
5WNA_3 1URX_1 1EG1_1 6P8S_2 4RXV_1 3DRZ_1 2CHD_1 6G8J_2 6J8V_1 3N5F_1 
1NR0_1 2ZD7_2 2F8K_2 2W3Y_1 2YZH_1 2VZB_1 4Q7J_4 4NMP_2 6XRS_1 5AUM_3 
4XAM_2 6KBN_1 7BWN_1 3I4F_1 4HBO_1 2NZL_1 4KQD_1 1K7V_1 6KIL_1 6P20_2 
3DOU_1 4H80_1 6D2X_1 1ZE3_2 3HRG_1 3GG7_1 7E16_1 1H3O_2 4QUK_1 3EDY_1 
5EJV_2 3LWD_1 3UAR_1 1H28_3 4KF8_1 2AXO_1 7ERP_1 3NMZ_1 2Z0J_1 5YU7_1 
6TRO_3 7FC0_4 5D5O_1 5XDH_1 4G6Q_1 2A9Y_1 3LGJ_1 3LF4_2 2I4R_1 3PE0_1 
3A05_1 2RKH_1 7CAE_4 4RPN_1 5FV5_1 5GXW_2 4FO9_1 3H32_2 4Y66_1 4W9X_1 
2CYE_1 5WSD_1 2I71_1 1YCD_1 5WBK_2 5UL2_1 4WNL_1 4IZD_1 3M1D_1 5FF5_1 
6QPJ_1 2D0A_1 2D0O_1 1S48_1 4DCM_1 1YAB_1 3QR5_1 6NKD_1 3NTV_1 5YHU_1 
2QJY_3 5XP0_1 7VOI_3 3DB1_1 7M2T_1 1YTL_1 1YOX_1 1BYW_1 4YZR_1 3QB9_1 
6MF4_1 1I27_1 2OLU_1 2DRK_2 1OX3_1 1VE4_1 6KTQ_1 5IJ7_3 1DD9_1 6G84_3 
2ASU_2 6VBX_2 6CW2_1 5U5F_4 1YY3_1 4QI7_1 4LQK_1 5YSX_1 5EOO_1 5F0E_2 
4K76_2 5TGQ_1 5GU5_1 5VKO_2 6YQ4_1 3SHS_1 7NUL_1 5K94_1 6CKO_2 7ZAH_33 
1AY9_1 5UJC_1 4A27_1 3SQG_2 2AKA_3 6VTM_2 5HHG_1 3JQ1_1 6A5W_2 4OAK_1 
2WFW_1 4D0O_1 1TU3_2 1NJK_1 3FUY_1 6ZJ4_1 4AKM_1 6RIY_1 1JG1_1 5O2U_1 
4XXI_1 3E5D_1 4WY9_1 4WEO_1 4Q4A_1 2PNW_1 2A3P_1 2X24_1 1HMD_1 6AC0_1 
4O6X_1 2YN7_1 2XQH_1 5W87_1 4NX9_1 1TYO_1 3OG6_2 2YGN_1 4FMV_1 6V7M_1 
3HRZ_2 4LXR_2 6FS8_1 4QLA_1 6MGM_1 6GAV_1 2Q2I_1 2EJQ_1 3BJK_1 6RU7_2 
1GMI_1 2G0T_1 3UIJ_2 2BVO_3 4HZU_2 3W19_2 6A17_1 6AU0_1 5V85_1 2Y7B_1 
7SG0_3 2OLG_1 3N27_1 3TJR_1 7CYS_1 5JYJ_1 4ONY_1 1F75_1 7LY5_2 7Z66_1 
3JY6_1 5DKO_1 5Y59_2 6FKG_1 2B30_1 4HAS_1 3U1W_1 6LR2_1 6VUD_1 4LHP_1 
5HC9_1 3WXB_1 6LPW_1 3N40_1 7BTR_1 6F4V_1 3FXJ_1 5H11_1 6MLX_1 3NGW_1 
2FG6_1 2UWJ_2 6YTU_1 3RPK_1 7WHU_1 6FMQ_1 5OLN_1 3F53_1 7Q3N_2 3HWP_1 
1ZYS_1 2F8V_2 3VRJ_3 6AXF_1 3TKZ_2 6XHZ_1 3DMM_4 1T6I_1 7NDG_2 3P2T_1 
3R1I_1 5E9D_4 3EF1_1 6YPC_1 4JXN_1 3Q48_1 6CBQ_1 3RT1_1 6FC3_2 3WKS_2 
4K71_2 7KI4_1 7K67_1 5ZF2_1 4ZD6_1 5ODS_2 2UY1_2 6VVR_1 6X95_1 6GZH_2 
7Z6S_1 3ISA_1 2AVT_1 5DU3_1 4KCD_1 7QQY_1 4RM4_1 1ZR0_2 3I1E_1 4KPP_1 
1KL7_1 5OEY_1 3MQH_1 1CJC_1 6NTR_1 4TXO_1 5B1W_1 6YFJ_1 4IGD_1 6JE4_5 
3GZS_1 6JKC_1 4BU0_2 7E57_1 3GYC_1 2OBM_1 5NLG_1 7F1Q_1 6DKK_1 6UJ5_1 
3IKO_1 6D66_2 5JSO_1 2ZYR_1 3SGN_1 7LC3_3 6GUD_1 6Y20_3 3RHF_1 5LGD_1 
3JVB_1 3IOY_1 7KDF_1 3RIP_1 6AMU_3 4AVR_1 3NH5_1 1UPK_2 5C3U_1 5B5I_1 
2F2L_2 6GWU_1 1XAX_1 5L6N_3 1J1F_1 6F7D_1 7FHA_1 3JZF_1 3EBR_1 7NYG_2 
2ZIX_2 3BHD_1 5N4L_1 5U6C_1 4I99_1 5MGY_1 4YHD_1 3T8I_1 4F20_2 5K6S_2 
5LIV_1 4WTX_1 5CG0_1 1WMM_1 4R4U_1 3ZQG_2 2RJM_1 2YXW_1 2RD0_1 1F1Z_1 
7P33_1 3IC1_1 4NW8_1 4RF2_1 3NX3_1 3GXH_1 3TYJ_1 2DPY_1 3D6J_1 7P9B_1 
6A5E_1 3NA2_1 4KF9_1 1LF8_2 2WFP_1 2I3S_2 6NQ3_3 7MZX_1 1X9T_2 2J5V_1 
7EPO_1 6QP2_1 7JRO_3 1XHH_1 4O8Q_1 7LY5_1 7A77_2 3UPP_1 4H17_1 3NET_1 
3KN3_1 5UUO_1 3H49_1 7EGT_2 5J4F_1 2WCT_1 2YK4_1 6CI2_1 5IUJ_2 2BP4_1 
3DLQ_2 1W8Q_1 3SLB_1 3UMA_1 7L8P_1 6LNM_2 2GYQ_1 3E2D_1 2ERJ_3 6SH7_2 
4WVI_2 6FPF_1 6C95_3 6D2W_1 6X5Q_2 4JOL_2 3HPW_2 7OIY_1 3ZW5_1 6SA6_1 
7Z6N_1 5D9B_1 7NDE_1 7K34_1 6BCY_2 4XIZ_2 3ZUY_1 6M8S_3 1OPL_1 4H5I_1 
3FZG_1 6DGN_1 3K2V_1 6G0R_2 4TQE_3 6T7E_1 5V4B_3 6IC8_2 6H0E_3 6BEV_1 
3EBK_1 3AWN_1 3CH7_1 3NDD_1 7MXI_1 4MN8_1 2IV8_2 3BB6_1 1TUW_1 6J3P_1 
5W9A_1 1SU0_1 2PT2_1 2OB9_1 4ZTA_1 6GWJ_1 3KOY_2 4PR3_1 1NKZ_2 2LVJ_1 
4ECL_1 3LBA_1 4YX5_1 3BU7_1 7C9R_1 6Q82_1 4CUG_1 4B4V_1 3IWY_1 2BT4_1 
6YHL_1 4KMQ_1 3ZIB_1 2CBZ_1 6T1Z_1 4J1Y_1 6K7Y_4 4YKE_1 1FLP_1 7JK8_1 
1RS4_1 4TKY_1 3DPU_1 2VZZ_1 1MNF_2 5WHE_2 4OSE_1 3RHZ_1 4U2V_1 3PIH_1 
4KCA_1 6L5J_1 3C3Q_2 3SB4_1 3ZJC_1 7LS6_12 5HK8_1 4MZP_1 6KF3_4 5TBF_1 
1C8B_1 3OPY_1 2F1X_1 6DKM_1 3HQU_2 4KH5_1 4DTE_1 2REY_1 6Z0F_1 6UIO_1 
2PT7_2 6ZLU_1 5OQO_1 4MGE_1 6WB6_1 1R0U_1 6QVV_1 2VPY_1 2XRO_1 5HB2_1 
3NUT_1 2PD1_1 2GLF_1 5B8D_1 4QQ7_1 5DBK_1 7PSL_1 5CW7_2 3VQI_1 6OVP_1 
2IXT_1 3B02_1 4PW1_1 6OQ6_1 6I42_2 6Z0P_1 2Z6E_1 3TR6_1 1RLM_1 4D05_1 
5Y6Q_3 5FIR_1 3D1D_1 4Q34_1 3K5I_1 2R6I_1 2Y3C_1 5XS9_1 3STI_1 5A7W_1 
1U6G_3 5FT8_2 7TSZ_6 5WMF_1 6EVG_1 6WDQ_4 7U5Q_1 5E27_1 1TJJ_1 1X0V_1 
2P6U_1 2TS1_1 1VYH_2 4QE0_1 5C2M_1 5J9B_1 5J30_25 1SF9_1 7E1G_1 4K07_1 
1OJL_1 1VJN_1 7BDU_2 2ZAY_1 6ZBK_2 1NCF_1 2FJ0_1 3I6V_1 1SC5_2 2X8A_1 
1YW4_1 3RWA_1 4ZV0_2 5BY7_1 6Z3J_2 2P4W_1 5CSI_2 1WA5_2 4BX9_1 6G8Q_2 
6Y0V_3 6V5B_1 2RH8_1 2WZO_1 6JLH_2 4PO3_1 5BWD_2 5WPI_1 4CT4_1 3RMS_1 
5O45_1 3F3B_1 7NMJ_1 7LST_1 2HSB_1 7D79_1 4D2K_1 2IWN_1 4MYR_1 2PL1_1 
5GW1_1 6L9I_1 3LZK_1 4DS3_1 3VGX_1 4JXR_1 2ID3_1 5O7O_1 4ERQ_2 6AC6_1 
2GNC_1 7ALV_1 4Q4K_1 4DWL_1 3K7X_1 1CAV_2 7DBL_1 5Y5A_1 2HDI_2 6E8L_1 
6Y14_1 4OJY_1 4BHY_1 4AMV_1 2QDR_1 5EU0_2 4K92_1 5B22_1 6R0L_2 5L1R_1 
2RAU_1 3ZYN_1 2WTA_1 2OF7_1 2D5F_1 2W3P_1 2GSV_1 5JIU_2 4MZ5_1 4EQF_1 
6GIQ_9 7DTK_1 3QF7_2 1NN7_1 4BXT_1 2P9C_1 6GNY_1 5FMS_1 3I3V_1 4DZR_1 
4R84_1 7AUU_1 2AV4_1 3MJH_2 7O21_1 6GPV_1 2OSE_1 4N6K_1 7L75_1 2X66_1 
6MVH_1 3OBA_1 7AKZ_1 5V89_1 6KVM_3 3D0W_1 3GV1_1 5QU4_1 4BGQ_1 2B0L_1 
2WPN_1 2PR7_1 1UUF_1 6W2R_1 5FPZ_1 2OJH_1 3FBS_1 6UXT_1 2QLW_1 2F17_1 
2AU3_1 4HJY_1 5GQ0_1 5MO3_1 3L5A_1 2GZO_1 5BZZ_1 4UPB_2 3MSE_1 6R76_1 
3OFU_1 6QE3_1 6A9U_1 2YUI_1 3NIX_1 5ER0_1 2OMZ_1 4Y5X_3 3TMH_3 6XEZ_4 
3BJ4_1 7TA5_1 5YGQ_1 4ZMU_1 6D26_1 4OX5_1 2QMR_1 4UT4_1 5K8Q_2 4JON_1 
2GQ2_1 5CS2_1 7KSQ_16 1U5F_1 2P5Z_1 1USO_1 1K5K_1 5WJB_1 3KUQ_1 3RPC_1 
3D5P_1 2UV4_1 5GWO_2 1L4X_1 6VJT_3 2I6H_1 4PK1_1 4ZUT_3 7E42_1 1DJL_1 
2PGC_1 5W7W_1 3LYK_1 4GCO_1 2I34_1 3JUG_1 7JL6_1 1JZM_1 1UII_1 4N7H_2 
7FCP_1 1TQY_1 3V69_1 4FU6_1 2CLE_1 5V23_1 5VOG_1 5NA2_1 2PJW_2 6IRD_1 
5TO5_1 5US5_1 3ZJ0_1 4A45_1 7RDV_2 4ZM4_1 7BVE_1 2EF8_1 6V41_1 2GG4_1 
7LRH_1 1N81_1 5EXA_2 7AB8_2 4M8N_2 4QVR_1 3F7P_1 5NOI_1 6W2Q_1 5W10_1 
6NTS_1 4N67_1 3VCL_3 5JZM_1 8DT1_1 6QKA_1 3ZQQ_1 2F2A_2 3N6U_1 4RTB_1 
2V7D_2 3TWL_1 4C9O_1 1DGW_3 6LDQ_1 3G79_1 6KF3_6 3RDE_1 2G2F_2 7JT8_1 
7LTC_1 1MQ1_2 3TUF_1 2IAF_1 5II0_1 6KHR_1 3MBE_3 6VVQ_1 3M2T_1 6ZE2_1 
6IAQ_1 5WKQ_1 6MDM_3 4P7H_1 4LO7_1 7RC2_1 2YGU_1 5XRW_1 4RP8_1 4D8O_1 
5GAR_4 2QHN_1 6OE6_1 6CQQ_3 6FFL_1 1NUI_1 3SBZ_1 7BYJ_1 3T7Z_1 5WXR_2 
6JD4_1 2DC0_1 6XVD_2 3E9Q_1 1N5Q_1 1Q23_1 2JEK_1 4D6Y_1 2IU4_1 5ZEE_1 
2HTB_1 2GR9_1 6XU6_21 5FM5_1 3ROT_1 5IOJ_1 5F67_1 1BF6_1 3ZMR_1 2PKE_1 
2PBY_1 4LJ1_1 4WVD_2 6F07_1 3JQX_1 5YL0_1 3TA8_1 5JTV_1 3CWC_1 5ZHU_1 
5GO5_1 3NJD_1 4OID_1 3LB6_4 7QBS_1 6D2V_1 7D8K_1 5FOJ_2 3KEB_1 6C5X_3 
5MEC_1 2IWQ_1 5ZQV_2 3RPH_1 4DQX_1 1Y4J_1 4G1U_2 1MO1_1 4G3V_1 1EUC_2 
4ZB4_1 6YUD_1 4GLM_1 5N88_3 2RKT_1 3O5N_1 3EC6_1 4EFO_1 6HK5_1 2YMS_4 
3P3N_2 4K1O_1 6GFA_1 6YS4_1 6TJC_1 5MNJ_3 3HDX_1 7S5O_1 7NE0_4 4J8E_1 
3S3K_1 2HJS_1 4KW3_1 4A64_1 4P3G_1 5IKF_1 7MSG_2 1TLK_1 3KL8_2 4UMI_1 
5Z2Q_1 1AYE_1 3NBC_1 6XX1_1 7BCY_2 7BK4_2 3NRF_1 6YPC_5 6U2F_2 3WKJ_4 
4IYP_1 4OX3_1 6YV7_1 4AKK_1 7S5B_1 3WH1_1 6O21_1 3WZ5_1 7Q0M_1 2E9Q_1 
1XPP_1 3P85_1 2CBN_1 3BPT_1 3PR7_1 5JHF_1 6NNA_1 6GPA_1 6OE7_1 5KLQ_1 
1UWW_1 5NSA_1 3M5P_1 6ZFN_1 2M2G_1 1ZXE_1 3C3W_1 5VWX_2 4PBG_1 2QCQ_1 
4W5W_1 4Q37_1 4QC8_1 5DZS_1 1GYV_1 3HF0_1 5IXQ_2 6T8M_1 5FIP_1 6DGV_1 
1CUR_1 2QAP_1 4G4L_1 3FF0_1 4GTW_1 3KIK_2 3GJO_2 5V1D_2 4PU3_1 7ESQ_1 
6C8V_1 4D04_1 4FTG_2 3VBF_4 4ZN8_1 6QGL_1 6M9K_2 7DBW_1 7N6M_2 3H7C_1 
5FLD_1 3CLV_1 3GRE_1 5IXM_1 6Z6E_1 3HM7_1 3O6L_3 6GAR_1 4CSD_1 3DKB_1 
4RL1_1 3LYP_1 4G0S_1 3A3T_1 4GV8_1 2QT5_1 2UZY_2 5HM9_1 4N2P_1 5H4E_1 
3RFR_2 1ZE1_1 5UDN_1 6MUX_15 2UYQ_1 1TUE_1 7O3B_2 3I77_1 1HRU_1 3MJQ_1 
7O6K_2 6U3V_2 2D4X_1 2IA0_1 6NEK_1 4A9A_2 7K9B_1 4H1W_2 4V9E_1 6SR8_1 
5OY0_9 7EVA_1 1L4A_5 3DML_1 4K8B_2 6CR2_1 5EWQ_1 5W5D_5 2KX0_1 3E2U_2 
6SWL_1 5M6C_1 5N6Y_1 6SG8_1 6Q6G_3 2J5A_1 2L5S_1 2DD9_1 4ZWV_1 6KYT_2 
3C75_3 7PT1_1 1CPT_1 4X86_2 5Y5A_2 1WXW_1 7CM1_1 7RNW_2 6ATF_3 3AAJ_1 
4F7G_2 3CSQ_1 7QS4_1 7DHP_1 5OLS_1 4LMF_1 2I44_1 2DR1_1 4MDY_1 3ED3_1 
5BW0_1 5DJQ_1 3H1C_1 7KL8_1 6V3N_2 5N1T_3 4ILD_1 1YQ8_1 3VZH_1 4WO1_1 
3H1T_1 4BI3_1 2G39_1 4JHC_1 4FW9_1 1VTM_2 4Y5U_1 5HZP_1 3W3T_1 6YA6_2 
3PT2_1 6SVL_3 5YC2_2 3AJV_1 3RF3_2 6S6Y_4 3RH9_1 5H7G_2 7MN4_1 6KXY_2 
1ZX5_1 5WVO_3 4TTT_2 3U04_1 7PGL_1 4QTU_1 3K10_1 2IT0_3 5OO4_1 4JX2_1 
4F2G_1 6XS8_2 3TCF_1 5AQ0_1 6R4L_1 4BLR_1 5EUB_1 1TLV_1 1JTK_1 4EBK_1 
5CE9_1 4GUD_1 4AWA_1 3CH5_2 2Y3Y_2 6JOD_1 4CCG_1 6Z4U_1 7L1Y_1 1ZMA_1 
2GN1_1 6MR1_1 3WRV_1 6W1W_1 1UUJ_1 4ER9_1 5HSI_1 2OV9_1 3X1D_1 2B06_1 
1YS2_1 2B5O_1 6VIP_1 3IS5_1 6HZI_1 3C9G_1 3SDP_1 2JJX_1 5C4Y_1 3LY1_1 
3ZKJ_1 2HI0_1 6BGA_5 5OK6_2 1J55_1 7QIN_7 4WBJ_1 1RXM_1 2FB5_1 3E1R_2 
2FW5_1 5LDE_2 2PFW_1 5DM4_1 3MJK_1 5IFE_3 6GRG_1 4MEC_1 3QTE_1 4BG5_1 
7B5W_1 3A1F_1 6MV2_1 5IBY_1 5OHX_1 4B6E_1 6HOS_2 4XHM_1 2OL3_1 4Q7Z_1 
1OV9_1 5H2V_2 5GQH_2 6XYC_1 5ZZN_6 4YHA_1 1J3W_1 3AYH_2 4R11_2 1M6V_2 
6RQA_1 4O9P_2 1TTZ_1 2POE_1 3WWA_1 3RO3_1 4U5Y_2 4PH6_1 3MD1_1 3IVR_1 
6W6E_2 6IUR_2 3GWI_1 3KKC_1 4CTI_1 6C4H_7 6QP7_1 4EUU_1 2A4W_1 6GSZ_1 
5Y2Z_2 7NZ7_1 5XE3_1 3WWX_1 2HPM_1 1M8P_1 6IY9_1 5X6S_1 4UZJ_1 7E2M_1 
2NX4_1 4BD4_1 2Y2W_1 6FTT_2 3B2M_1 3CIH_1 6VAG_1 1V4G_1 2XH6_1 6Q9F_2 
6G8L_2 2V5J_1 7LP3_2 6TLY_1 6C08_3 2G64_1 2BKL_1 5EAN_1 4FGC_1 1GD7_1 
1YGH_1 6YIP_1 6RD1_1 3EFC_1 3SZ7_1 1GPL_1 4DEP_2 4HGY_1 4D3P_1 5EJ2_1 
2YM0_1 2H0A_1 6YCA_1 1PZ1_1 1V25_1 5CWO_1 6W7I_1 6ZHU_1 1UHN_1 2BA2_1 
3AYE_1 2VZK_1 2NPS_4 6JHW_2 2GN4_1 7OXK_2 1QU0_1 7CRM_1 3PG5_1 5Z1G_1 
3I8O_1 6GW6_2 3DKQ_1 6XL3_1 3M70_1 6NDI_1 3V4Z_1 1S0P_1 4ZKC_1 3EAB_2 
2PMP_1 1WHB_1 7C94_3 5WYL_2 5SVB_3 5KO3_1 1T0I_1 3EUO_1 2PD0_1 7P8E_1 
